os_500_iters_p,os_1000_iters_p,os_5000_iters_p,os_20000_iters_p,os_500_iters_eps_q,os_1000_iters_eps_q,os_5000_iters_eps_q,os_20000_iters_eps_q,sloan_500_iters_p,sloan_1000_iters_p,sloan_5000_iters_p,sloan_20000_iters_p,sloan_500_iters_eps_q,sloan_1000_iters_eps_q,sloan_5000_iters_eps_q,sloan_20000_iters_eps_q
0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0
1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0
0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0
1.7763568394002505e-15,0.0,1.7763568394002505e-15,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0,1.7763568394002505e-15,0.0,1.7763568394002505e-15,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0
0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0
0.0,1.7763568394002505e-15,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0
0.0,1.7763568394002505e-15,0.0,0.0,1.0842021724855044e-19,0.0,1.0842021724855044e-19,0.0,0.0,1.7763568394002505e-15,0.0,0.0,1.0842021724855044e-19,0.0,1.0842021724855044e-19,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0
3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0
0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0
1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,2.168404344971009e-19,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,2.168404344971009e-19,0.0,0.0,0.0
0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0
1.7763568394002505e-15,0.0,0.0,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,0.0,0.0,0.0,4.336808689942018e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,1.7763568394002505e-15,0.0,0.0,0.0,4.336808689942018e-19,2.168404344971009e-19,2.168404344971009e-19,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
3.552713678800501e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,2.168404344971009e-19,0.0,0.0,0.0,3.552713678800501e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,2.168404344971009e-19,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0,2.168404344971009e-19,0.0,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0,2.168404344971009e-19,0.0
0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0
0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,2.168404344971009e-19,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0
1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0
3.552713678800501e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,0.0,3.552713678800501e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0
1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,2.168404344971009e-19,0.0
0.0,0.0,1.7763568394002505e-15,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,0.0,1.7763568394002505e-15,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0
0.0,0.0,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0
0.0,0.0,1.7763568394002505e-15,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,0.0,1.7763568394002505e-15,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
3.552713678800501e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,4.336808689942018e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,4.336808689942018e-19,2.168404344971009e-19,2.168404344971009e-19,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015558777416666558,0.014450888133332285,0.005587774166665227,0.0,3.7341065816666984e-06,3.4682131633335164e-06,1.3410658333333318e-06,0.0,0.01555847464999971,0.014450887533332235,0.005587144166666391,0.0,3.734033913333325e-06,3.4682130100000073e-06,1.2919470500001064e-06,0.0
0.03111755483333134,0.02890177626666457,0.011175548333330454,0.0,7.46821316333318e-06,6.936426326666816e-06,2.682131666666447e-06,0.0,0.031116949299997643,0.02890177506666447,0.011174288333332782,0.0,7.468067826666433e-06,6.936426019999798e-06,2.583894099999996e-06,0.0
0.04099199358333472,0.037668325733333674,0.011078983833334277,9.066666706303295e-08,9.863440944999843e-06,9.06576069000008e-06,2.6843186999997437e-06,2.5384466666687755e-08,0.04099108528333417,0.037668323933333525,0.011077093833334217,0.0,9.86322293999994e-06,9.065760229999987e-06,2.5369623500000674e-06,0.0
0.03988410433333378,0.03545254720000024,9.133333378485986e-08,9.066666706303295e-08,9.597547526666445e-06,8.533973853333283e-06,2.53845333329783e-08,2.5384266666515082e-08,0.039882893266666386,0.03545254480000004,2.428666665110768e-06,0.0,9.597256853333385e-06,8.533973240000114e-06,1.710905999999235e-07,0.0
0.03877621508333462,0.033236768666666805,9.133333378485986e-08,9.066666706303295e-08,9.33165410833348e-06,8.002187016666485e-06,2.53845333329783e-08,2.5384199999790857e-08,0.038774701250000376,0.03323676566666656,2.428666665110768e-06,0.0,9.33129076666683e-06,8.002186249999807e-06,1.710905999999235e-07,0.0
0.03766832583333368,0.03102099013333337,9.133333378485986e-08,9.066666706303295e-08,9.06576069000008e-06,7.470400180000121e-06,2.53845333329783e-08,2.5384133333066633e-08,0.037666509233334367,0.031020986533333073,2.428666665110768e-06,0.0,9.06532467999984e-06,7.470399259999934e-06,1.710905999999235e-07,0.0
0.03656043658333452,0.028805211599999936,9.133333378485986e-08,9.066666706303295e-08,8.799867271666682e-06,6.938613343333323e-06,2.53845333329783e-08,2.5384133333066633e-08,0.03655831721666658,0.02880520739999959,2.428666665110768e-06,0.0,8.799358593333285e-06,6.938612270000061e-06,1.710905999999235e-07,0.0
0.035452547333333584,0.0265894330666665,9.133333378485986e-08,9.066666706303295e-08,8.533973853333283e-06,6.406826506666526e-06,2.53845333329783e-08,2.5384199999790857e-08,0.03545012520000057,0.026589428266666104,2.428666665110768e-06,0.0,8.53339250666673e-06,6.406825280000188e-06,1.710905999999235e-07,0.0
0.03434465808333442,0.024373654533333067,9.133333378485986e-08,9.066666706303295e-08,8.268080434999884e-06,5.8750396700001616e-06,2.5384616666492e-08,2.5384266666515082e-08,0.03434193318333456,0.02437364913333262,2.428666665110768e-06,0.0,8.267426420000175e-06,5.875038289999881e-06,1.710905999999235e-07,0.0
0.033236768833333485,0.022157875999999632,9.133333378485986e-08,9.066666706303295e-08,8.002187016666485e-06,5.343252833333364e-06,2.538469999957202e-08,2.5384333333239306e-08,0.033233741166666775,0.022157869999999136,2.428666665110768e-06,0.0,8.001460333333186e-06,5.343251300000008e-06,1.7109060000035717e-07,0.0
0.032128879583334324,0.019942097466667974,9.133333378485986e-08,9.133333378485986e-08,7.736293598333086e-06,4.811465996666566e-06,2.538478333308572e-08,2.538439999996353e-08,0.032125549150000765,0.019942090866667428,2.428666665110768e-06,0.0,7.73549424666663e-06,4.811464310000135e-06,1.7109060000035717e-07,0.0
